table_name	column_name	ordinal_position	data_type	is_nullable	column_default
t_post_telegraph_key_pat_train_more	more_line	4	varchar	YES	<NULL>
t_post_telegraph_key_pat_train_more	train_id	5	varchar	YES	<NULL>
t_post_telegraph_key_pat_train_more	user_id	6	varchar	YES	<NULL>
t_post_telegraph_key_pat_train_page	page_number	1	int	YES	<NULL>
t_post_telegraph_key_pat_train_page	sort	2	int	YES	<NULL>
t_post_telegraph_key_pat_train_page	id	3	varchar	NO	<NULL>
t_post_telegraph_key_pat_train_page	key	4	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_page	time	5	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_page	train_id	6	varchar	YES	<NULL>
t_post_telegraph_key_pat_train_page	value	7	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	page_number	1	int	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	sort	2	int	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	id	3	varchar	NO	<NULL>
t_post_telegraph_key_pat_train_page_value	key	4	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	time	5	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	train_id	6	varchar	YES	<NULL>
t_post_telegraph_key_pat_train_page_value	value	7	longtext	YES	<NULL>
t_post_telegraph_key_pat_train_raw_page	attempt	1	int	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	page_number	2	int	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	received_at	3	datetime	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	capture_intervals	4	longtext	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	id	5	varchar	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	train_id	6	varchar	NO	<NULL>
t_post_telegraph_key_pat_train_raw_page	value	7	longtext	NO	<NULL>
t_post_telex_pat_train	attempt	1	int	NO	<NULL>
t_post_telex_pat_train	change	2	int	YES	<NULL>
t_post_telex_pat_train	countdown_seconds	3	int	YES	<NULL>
t_post_telex_pat_train	error_number	4	int	YES	<NULL>
t_post_telex_pat_train	group_number	5	int	YES	<NULL>
t_post_telex_pat_train	is_cable	6	int	YES	<NULL>
t_post_telex_pat_train	pat_type	7	int	YES	<NULL>
t_post_telex_pat_train	protocol_version	8	int	NO	<NULL>
t_post_telex_pat_train	status	9	int	YES	<NULL>
t_post_telex_pat_train	train_type	10	int	YES	<NULL>
t_post_telex_pat_train	type	11	int	YES	<NULL>
t_post_telex_pat_train	valid_time	12	int	YES	<NULL>
t_post_telex_pat_train	create_time	13	datetime	YES	<NULL>
t_post_telex_pat_train	deadline	14	datetime	YES	<NULL>
t_post_telex_pat_train	end_time	15	datetime	YES	<NULL>
t_post_telex_pat_train	paused_at	16	datetime	YES	<NULL>
t_post_telex_pat_train	start_time	17	datetime	YES	<NULL>
t_post_telex_pat_train	accuracy	18	varchar	YES	<NULL>
t_post_telex_pat_train	content	19	text	YES	<NULL>
t_post_telex_pat_train	create_user	20	varchar	YES	<NULL>
t_post_telex_pat_train	deduct_info	21	longtext	YES	<NULL>
t_post_telex_pat_train	id	22	varchar	NO	<NULL>
t_post_telex_pat_train	name	23	varchar	YES	<NULL>
t_post_telex_pat_train	pause_intervals	24	longtext	YES	<NULL>
t_post_telex_pat_train	rule_content	25	longtext	YES	<NULL>
t_post_telex_pat_train	rule_id	26	varchar	YES	<NULL>
t_post_telex_pat_train	score	27	varchar	YES	<NULL>
t_post_telex_pat_train	speed	28	varchar	YES	<NULL>
t_post_telex_pat_train	speed_log	29	varchar	YES	<NULL>
t_post_telex_pat_train	total_speed	30	varchar	YES	<NULL>
t_post_telex_pat_train	valid_time_log	31	varchar	YES	<NULL>
t_post_telex_pat_train_page	page_number	1	int	YES	<NULL>
t_post_telex_pat_train_page	sort	2	int	YES	<NULL>
t_post_telex_pat_train_page	id	3	varchar	NO	<NULL>
t_post_telex_pat_train_page	key	4	varchar	YES	<NULL>
t_post_telex_pat_train_page	train_id	5	varchar	YES	<NULL>
t_post_telex_pat_train_page	value	6	varchar	YES	<NULL>
t_post_telex_pat_train_page_value	attempt	1	int	YES	<NULL>
t_post_telex_pat_train_page_value	page_number	2	int	YES	<NULL>
t_post_telex_pat_train_page_value	received_at	3	datetime	YES	<NULL>
t_post_telex_pat_train_page_value	capture_intervals	4	longtext	YES	<NULL>
t_post_telex_pat_train_page_value	id	5	varchar	NO	<NULL>
t_post_telex_pat_train_page_value	pat_value	6	longtext	YES	<NULL>
t_post_telex_pat_train_page_value	train_id	7	varchar	YES	<NULL>
t_post_ticker_tape_train	code_short	1	int	YES	<NULL>
t_post_ticker_tape_train	error_code	2	int	YES	<NULL>
t_post_ticker_tape_train	is_avg	3	int	YES	<NULL>
t_post_ticker_tape_train	is_cable	4	int	YES	<NULL>
t_post_ticker_tape_train	is_random	5	int	YES	<NULL>
t_post_ticker_tape_train	is_start_sign	6	int	YES	<NULL>
t_post_ticker_tape_train	lack_code	7	int	YES	<NULL>
t_post_ticker_tape_train	lack_group	8	int	YES	<NULL>
t_post_ticker_tape_train	message_number	9	int	YES	<NULL>
t_post_ticker_tape_train	more_code	10	int	YES	<NULL>
t_post_ticker_tape_train	more_group	11	int	YES	<NULL>
t_post_ticker_tape_train	rate	12	int	YES	<NULL>
t_post_ticker_tape_train	ratio	13	int	YES	<NULL>
t_post_ticker_tape_train	status	14	int	YES	<NULL>
t_post_ticker_tape_train	total_number	15	int	YES	<NULL>
t_post_ticker_tape_train	type	16	int	YES	<NULL>
t_post_ticker_tape_train	create_time	17	datetime	YES	<NULL>
t_post_ticker_tape_train	end_time	18	datetime	YES	<NULL>
t_post_ticker_tape_train	start_time	19	datetime	YES	<NULL>
t_post_ticker_tape_train	code_message_body	20	varchar	YES	<NULL>
t_post_ticker_tape_train	disturb	21	varchar	YES	<NULL>
t_post_ticker_tape_train	id	22	varchar	NO	<NULL>
t_post_ticker_tape_train	images	23	varchar	YES	<NULL>
t_post_ticker_tape_train	name	24	varchar	YES	<NULL>
t_post_ticker_tape_train	result	25	varchar	YES	<NULL>
t_post_ticker_tape_train	score	26	varchar	YES	<NULL>
t_post_ticker_tape_train	user_id	27	varchar	YES	<NULL>
t_post_ticker_tape_train	valid_time	28	varchar	YES	<NULL>
t_post_ticker_tape_train_page	page_number	1	int	YES	<NULL>
t_post_ticker_tape_train_page	sort	2	int	YES	<NULL>
t_post_ticker_tape_train_page	id	3	varchar	NO	<NULL>
t_post_ticker_tape_train_page	key	4	varchar	YES	<NULL>
t_post_ticker_tape_train_page	train_id	5	varchar	YES	<NULL>
t_post_ticker_tape_train_page	value	6	varchar	YES	<NULL>
t_post_ticker_tape_train_page_value	page_number	1	int	YES	<NULL>
t_post_ticker_tape_train_page_value	id	2	varchar	NO	<NULL>
t_post_ticker_tape_train_page_value	image	3	varchar	YES	<NULL>
t_post_ticker_tape_train_page_value	train_id	4	varchar	YES	<NULL>
t_post_ticker_tape_train_page_value	value	5	varchar	YES	<NULL>
t_post_ticker_tape_train_setting	dot	1	int	YES	<NULL>
t_post_ticker_tape_train_setting	rate	2	int	YES	<NULL>
t_post_ticker_tape_train_setting	create_time	3	datetime	YES	<NULL>
t_post_ticker_tape_train_setting	id	4	varchar	NO	<NULL>
t_post_ticker_tape_train_setting	text	5	varchar	YES	<NULL>
t_post_ticker_tape_train_setting	type	6	varchar	YES	<NULL>
t_post_train_global_rule	id	1	int	NO	<NULL>
t_post_train_global_rule	type	2	int	YES	<NULL>
t_post_train_global_rule	create_time	3	datetime	YES	<NULL>
t_post_train_global_rule	accuracy	4	varchar	YES	<NULL>
t_post_train_global_rule	description	5	varchar	YES	<NULL>
t_post_train_global_rule	level	6	varchar	YES	<NULL>
t_radiotelephone_train	total_count	1	int	YES	<NULL>
t_radiotelephone_train	type	2	int	YES	<NULL>
t_radiotelephone_train	id	3	varchar	NO	<NULL>
t_radiotelephone_train	total_time	4	varchar	YES	<NULL>
t_radiotelephone_train	user_id	5	varchar	YES	<NULL>
t_receive_key_points	type	1	int	YES	<NULL>
t_receive_key_points	content	2	varchar	YES	<NULL>
t_receive_key_points	id	3	varchar	NO	<NULL>
t_role	is_admin	1	int	YES	<NULL>
t_role	is_default	2	int	YES	<NULL>
t_role	id	3	varchar	NO	<NULL>
t_role	remark	4	varchar	YES	<NULL>
t_role	title	5	varchar	YES	<NULL>
t_role_menus	id	1	varchar	NO	<NULL>
t_role_menus	menu_id	2	varchar	YES	<NULL>
t_role_menus	per	3	varchar	YES	<NULL>
t_role_menus	role_id	4	varchar	YES	<NULL>
t_setting	code	1	int	YES	<NULL>
t_setting	content	2	varchar	YES	<NULL>
t_setting	id	3	varchar	NO	<NULL>
t_telegram_train	big_interval_max_ms	1	int	YES	<NULL>
t_telegram_train	big_interval_min_ms	2	int	YES	<NULL>
t_telegram_train	error_number	3	int	YES	<NULL>
t_telegram_train	rate_dot_max_ms	4	int	YES	<NULL>
t_telegram_train	rate_dot_min_ms	5	int	YES	<NULL>
t_telegram_train	rate_interval_max_ms	6	int	YES	<NULL>
t_telegram_train	rate_interval_min_ms	7	int	YES	<NULL>
t_telegram_train	rate_line_max_ms	8	int	YES	<NULL>
t_telegram_train	rate_line_min_ms	9	int	YES	<NULL>
t_telegram_train	status	10	int	YES	<NULL>
t_telegram_train	total_knock_number	11	int	YES	<NULL>
t_telegram_train	total_number	12	int	YES	<NULL>
t_telegram_train	type	13	int	YES	<NULL>
t_telegram_train	accuracy	14	varchar	YES	<NULL>
t_telegram_train	create_time	15	varchar	YES	<NULL>
t_telegram_train	create_user_id	16	varchar	YES	<NULL>
t_telegram_train	end_time	17	varchar	YES	<NULL>
t_telegram_train	id	18	varchar	NO	<NULL>
t_telegram_train	now_floor_id	19	varchar	YES	<NULL>
t_telegram_train	pause_time	20	varchar	YES	<NULL>
t_telegram_train	speed	21	varchar	YES	<NULL>
t_telegram_train	start_time	22	varchar	YES	<NULL>
t_telegram_train	sustain_time	23	varchar	YES	<NULL>
t_telegram_train	title	24	varchar	YES	<NULL>
t_telegram_train_floor	content_number	1	int	YES	<NULL>
t_telegram_train_floor	number_type	2	int	YES	<NULL>
t_telegram_train_floor	sort	3	int	YES	<NULL>
t_telegram_train_floor	type	4	int	YES	<NULL>
t_telegram_train_floor	id	5	varchar	NO	<NULL>
t_telegram_train_floor	train_id	6	varchar	YES	<NULL>
t_telegram_train_floor_content	sort	1	int	YES	<NULL>
t_telegram_train_floor_content	floor_id	2	varchar	YES	<NULL>
t_telegram_train_floor_content	id	3	varchar	NO	<NULL>
t_telegram_train_floor_content	mores_key	4	varchar	YES	<NULL>
t_telegram_train_floor_content	mores_time	5	varchar	YES	<NULL>
t_telegram_train_floor_content	mores_value	6	varchar	YES	<NULL>
t_telegram_train_log	type	1	int	YES	<NULL>
t_telegram_train_log	creat_time	2	varchar	YES	<NULL>
t_telegram_train_log	id	3	varchar	NO	<NULL>
t_telegram_train_log	telegram_train_id	4	varchar	YES	<NULL>
t_telegram_train_log	value	5	varchar	YES	<NULL>
t_telegram_train_setting	type	1	int	YES	<NULL>
t_telegram_train_setting	id	2	varchar	NO	<NULL>
t_telegram_train_setting	key	3	varchar	NO	<NULL>
t_telegram_train_setting	value	4	varchar	YES	<NULL>
t_telegram_train_statistical	avg_speed	1	decimal	YES	<NULL>
t_telegram_train_statistical	total_count	2	int	YES	<NULL>
t_telegram_train_statistical	type	3	int	YES	<NULL>
t_telegram_train_statistical	id	4	varchar	NO	<NULL>
t_telegram_train_statistical	total_time	5	varchar	YES	<NULL>
t_telegram_train_statistical	user_id	6	varchar	YES	<NULL>
t_telegram_train_user	id	1	varchar	NO	<NULL>
t_telegram_train_user	train_id	2	varchar	YES	<NULL>
t_telegram_train_user	user_id	3	varchar	YES	<NULL>
t_telegraph_key_pat_synthetical_train	accuracy	1	double	YES	<NULL>
t_telegraph_key_pat_synthetical_train	error_number	2	int	YES	<NULL>
t_telegraph_key_pat_synthetical_train	message_type	3	int	YES	<NULL>
t_telegraph_key_pat_synthetical_train	status	4	int	YES	<NULL>
t_telegraph_key_pat_synthetical_train	total_number	5	int	YES	<NULL>
t_telegraph_key_pat_synthetical_train	create_time	6	datetime	YES	<NULL>
t_telegraph_key_pat_synthetical_train	content	7	varchar	YES	<NULL>
t_telegraph_key_pat_synthetical_train	create_user_id	8	varchar	YES	<NULL>
t_telegraph_key_pat_synthetical_train	duration	9	varchar	YES	<NULL>
t_telegraph_key_pat_synthetical_train	id	10	varchar	NO	<NULL>
t_telegraph_key_pat_synthetical_train	speed	11	varchar	YES	<NULL>
t_telegraph_key_pat_synthetical_train	title	12	varchar	YES	<NULL>
t_telegraph_key_pat_train	total_error	1	int	YES	<NULL>
t_telegraph_key_pat_train	total_num	2	int	YES	<NULL>
t_telegraph_key_pat_train	total_time	3	int	YES	<NULL>
t_telegraph_key_pat_train	type	4	int	YES	<NULL>
t_telegraph_key_pat_train	create_time	5	datetime	YES	<NULL>
t_telegraph_key_pat_train	create_user_id	6	varchar	YES	<NULL>
t_telegraph_key_pat_train	id	7	varchar	NO	<NULL>
t_telegraph_key_train_statistical	avg_speed	1	decimal	YES	<NULL>
t_telegraph_key_train_statistical	total_count	2	int	YES	<NULL>
t_telegraph_key_train_statistical	type	3	int	YES	<NULL>
t_telegraph_key_train_statistical	id	4	varchar	NO	<NULL>
t_telegraph_key_train_statistical	total_time	5	varchar	YES	<NULL>
t_telegraph_key_train_statistical	user_id	6	varchar	YES	<NULL>
t_telex_pat	count	1	int	YES	<NULL>
t_telex_pat	mistake	2	int	YES	<NULL>
t_telex_pat	type	3	int	YES	<NULL>
t_telex_pat	duration	4	bigint	YES	<NULL>
t_telex_pat	id	5	varchar	NO	<NULL>
t_telex_pat	user_id	6	varchar	YES	<NULL>
t_telex_pat_train	accuracy	1	int	YES	<NULL>
t_telex_pat_train	error_number	2	int	YES	<NULL>
t_telex_pat_train	numbs	3	int	YES	<NULL>
t_telex_pat_train	status	4	int	YES	<NULL>
t_telex_pat_train	total_number	5	int	YES	<NULL>
t_telex_pat_train	type	6	int	YES	<NULL>
t_telex_pat_train	content	7	varchar	YES	<NULL>
t_telex_pat_train	create_time	8	varchar	YES	<NULL>
t_telex_pat_train	create_user_id	9	varchar	YES	<NULL>
t_telex_pat_train	duration	10	varchar	YES	<NULL>
t_telex_pat_train	id	11	varchar	NO	<NULL>
t_telex_pat_train	speed	12	varchar	YES	<NULL>
t_telex_pat_train	title	13	varchar	YES	<NULL>
t_telex_pat_train_statistical	avg_speed	1	decimal	YES	<NULL>
t_telex_pat_train_statistical	total_count	2	int	YES	<NULL>
t_telex_pat_train_statistical	type	3	int	YES	<NULL>
t_telex_pat_train_statistical	id	4	varchar	NO	<NULL>
t_telex_pat_train_statistical	total_time	5	varchar	YES	<NULL>
t_telex_pat_train_statistical	user_id	6	varchar	YES	<NULL>
t_theory_knowledge	credit	1	double	YES	<NULL>
t_theory_knowledge	status	2	int	YES	<NULL>
t_theory_knowledge	type	3	int	YES	<NULL>
t_theory_knowledge	cover	4	varchar	YES	<NULL>
t_theory_knowledge	create_time	5	varchar	YES	<NULL>
t_theory_knowledge	create_user_id	6	varchar	YES	<NULL>
t_theory_knowledge	difficulty_id	7	varchar	YES	<NULL>
t_theory_knowledge	id	8	varchar	NO	<NULL>
t_theory_knowledge	specialty_id	9	varchar	YES	<NULL>
t_theory_knowledge	title	10	varchar	YES	<NULL>
t_theory_knowledge_classify	type	1	int	YES	<NULL>
t_theory_knowledge_classify	create_time	2	datetime	YES	<NULL>
t_theory_knowledge_classify	create_id	3	varchar	YES	<NULL>
t_theory_knowledge_classify	id	4	varchar	NO	<NULL>
t_theory_knowledge_classify	name	5	varchar	YES	<NULL>
t_theory_knowledge_exam	state	1	int	YES	<NULL>
t_theory_knowledge_exam	create_time	2	varchar	YES	<NULL>
t_theory_knowledge_exam	create_user_id	3	varchar	YES	<NULL>
t_theory_knowledge_exam	duration	4	varchar	YES	<NULL>
t_theory_knowledge_exam	end_time	5	varchar	YES	<NULL>
t_theory_knowledge_exam	id	6	varchar	NO	<NULL>
t_theory_knowledge_exam	start_time	7	varchar	YES	<NULL>
t_theory_knowledge_exam	teacher	8	varchar	YES	<NULL>
t_theory_knowledge_exam	title	9	varchar	YES	<NULL>
t_theory_knowledge_exam_test_paper	pass_mark	1	int	YES	<NULL>
t_theory_knowledge_exam_test_paper	total	2	int	YES	<NULL>
t_theory_knowledge_exam_test_paper	completion_list	3	longtext	YES	<NULL>
t_theory_knowledge_exam_test_paper	exam_id	4	varchar	YES	<NULL>
t_theory_knowledge_exam_test_paper	id	5	varchar	NO	<NULL>
t_theory_knowledge_exam_test_paper	judge_list	6	longtext	YES	<NULL>
t_theory_knowledge_exam_test_paper	multiple_choice_list	7	longtext	YES	<NULL>
t_theory_knowledge_exam_test_paper	name	8	varchar	YES	<NULL>
t_theory_knowledge_exam_test_paper	pass_the_exam_than	9	varchar	YES	<NULL>
t_theory_knowledge_exam_test_paper	short_answer	10	longtext	YES	<NULL>
t_theory_knowledge_exam_test_paper	single_choice_list	11	longtext	YES	<NULL>
t_theory_knowledge_exam_test_paper	test_paper_id	12	varchar	YES	<NULL>
t_theory_knowledge_exam_user	is_self_testing	1	int	YES	<NULL>
t_theory_knowledge_exam_user	score	2	int	YES	<NULL>
t_theory_knowledge_exam_user	state	3	int	YES	<NULL>
t_theory_knowledge_exam_user	content	4	longtext	YES	<NULL>
t_theory_knowledge_exam_user	end_time	5	varchar	YES	<NULL>
t_theory_knowledge_exam_user	exam_id	6	varchar	YES	<NULL>
t_theory_knowledge_exam_user	id	7	varchar	NO	<NULL>
t_theory_knowledge_exam_user	start_time	8	varchar	YES	<NULL>
t_theory_knowledge_exam_user	user_id	9	varchar	YES	<NULL>
t_theory_knowledge_swf	have_test	1	bit	YES	<NULL>
t_theory_knowledge_swf	record	2	double	NO	<NULL>
t_theory_knowledge_swf	score	3	int	YES	<NULL>
t_theory_knowledge_swf	sort	4	int	YES	<NULL>
t_theory_knowledge_swf	content	5	varchar	YES	<NULL>
t_theory_knowledge_swf	cover	6	varchar	YES	<NULL>
t_theory_knowledge_swf	create_time	7	varchar	YES	<NULL>
t_theory_knowledge_swf	create_user_id	8	varchar	YES	<NULL>
t_theory_knowledge_swf	id	9	varchar	NO	<NULL>
t_theory_knowledge_swf	knowledge_id	10	varchar	YES	<NULL>
t_theory_knowledge_swf	title	11	varchar	YES	<NULL>
t_theory_knowledge_swf_record	type	1	int	NO	<NULL>
t_theory_knowledge_swf_record	exit_time	2	varchar	YES	<NULL>
t_theory_knowledge_swf_record	id	3	varchar	NO	<NULL>
t_theory_knowledge_swf_record	join_time	4	varchar	YES	<NULL>
t_theory_knowledge_swf_record	knowledge_id	5	varchar	YES	<NULL>
t_theory_knowledge_swf_record	knowledge_swf_id	6	varchar	YES	<NULL>
t_theory_knowledge_swf_record	user_id	7	varchar	YES	<NULL>
t_theory_knowledge_test	versions	1	int	YES	<NULL>
t_theory_knowledge_test	create_time	2	varchar	YES	<NULL>
t_theory_knowledge_test	create_user_id	3	varchar	YES	<NULL>
t_theory_knowledge_test	id	4	varchar	NO	<NULL>
t_theory_knowledge_test	knowledge_id	5	varchar	YES	<NULL>
t_theory_knowledge_test	knowledge_swf_id	6	varchar	YES	<NULL>
t_theory_knowledge_test	title	7	varchar	YES	<NULL>
t_theory_knowledge_test_content	sort	1	int	YES	<NULL>
t_theory_knowledge_test_content	type	2	int	YES	<NULL>
t_theory_knowledge_test_content	analysis	3	varchar	YES	<NULL>
t_theory_knowledge_test_content	answer	4	varchar	YES	<NULL>
t_theory_knowledge_test_content	create_time	5	varchar	YES	<NULL>
t_theory_knowledge_test_content	create_user_id	6	varchar	YES	<NULL>
t_theory_knowledge_test_content	id	7	varchar	NO	<NULL>
t_theory_knowledge_test_content	knowledge_id	8	varchar	YES	<NULL>
t_theory_knowledge_test_content	knowledge_swf_id	9	varchar	YES	<NULL>
t_theory_knowledge_test_content	knowledge_test_id	10	varchar	YES	<NULL>
t_theory_knowledge_test_content	options	11	varchar	YES	<NULL>
t_theory_knowledge_test_content	topic	12	varchar	YES	<NULL>
t_theory_knowledge_test_fallible	number	1	int	YES	<NULL>
t_theory_knowledge_test_fallible	content	2	varchar	YES	<NULL>
t_theory_knowledge_test_fallible	id	3	varchar	NO	<NULL>
t_theory_knowledge_test_fallible	user_id	4	varchar	YES	<NULL>
t_theory_knowledge_test_paper	pass_mark	1	int	YES	<NULL>
t_theory_knowledge_test_paper	total	2	int	YES	<NULL>
t_theory_knowledge_test_paper	create_time	3	varchar	YES	<NULL>
t_theory_knowledge_test_paper	create_user_id	4	varchar	YES	<NULL>
t_theory_knowledge_test_paper	create_user_name	5	varchar	YES	<NULL>
t_theory_knowledge_test_paper	id	6	varchar	NO	<NULL>
t_theory_knowledge_test_paper	level_id	7	varchar	YES	<NULL>
t_theory_knowledge_test_paper	name	8	varchar	YES	<NULL>
t_theory_knowledge_test_paper	pass_the_exam_than	9	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	score	1	int	YES	<NULL>
t_theory_knowledge_test_paper_question	sort	2	int	YES	<NULL>
t_theory_knowledge_test_paper_question	type	3	int	YES	<NULL>
t_theory_knowledge_test_paper_question	analysis	4	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	answer	5	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	id	6	varchar	NO	<NULL>
t_theory_knowledge_test_paper_question	options	7	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	parent_id	8	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	test_paper_id	9	varchar	YES	<NULL>
t_theory_knowledge_test_paper_question	topic	10	varchar	YES	<NULL>
t_theory_knowledge_test_user	score	1	int	YES	<NULL>
t_theory_knowledge_test_user	content	2	varchar	YES	<NULL>
t_theory_knowledge_test_user	create_time	3	varchar	YES	<NULL>
t_theory_knowledge_test_user	id	4	varchar	NO	<NULL>
t_theory_knowledge_test_user	knowledge_id	5	varchar	YES	<NULL>
t_theory_knowledge_test_user	knowledge_swf_id	6	varchar	YES	<NULL>
t_theory_knowledge_test_user	user_id	7	varchar	YES	<NULL>
t_theory_question	type	1	int	YES	<NULL>
t_theory_question	analysis	2	varchar	YES	<NULL>
t_theory_question	answer	3	varchar	YES	<NULL>
t_theory_question	create_time	4	varchar	YES	<NULL>
t_theory_question	create_user_id	5	varchar	YES	<NULL>
t_theory_question	id	6	varchar	NO	<NULL>
t_theory_question	level_id	7	varchar	YES	<NULL>
t_theory_question	options	8	varchar	YES	<NULL>
t_theory_question	topic	9	varchar	YES	<NULL>
t_theory_question_level	create_time	1	varchar	YES	<NULL>
t_theory_question_level	create_user_id	2	varchar	YES	<NULL>
t_theory_question_level	id	3	varchar	NO	<NULL>
t_theory_question_level	name	4	varchar	YES	<NULL>
t_theory_question_level	parent_id	5	varchar	YES	<NULL>
t_ticker_tape_train	code_short	1	int	YES	<NULL>
t_ticker_tape_train	is_low_rate	2	int	YES	<NULL>
t_ticker_tape_train	rate	3	int	YES	<NULL>
t_ticker_tape_train	schedule	4	int	YES	<NULL>
t_ticker_tape_train	status	5	int	YES	<NULL>
t_ticker_tape_train	type	6	int	YES	<NULL>
t_ticker_tape_train	create_time	7	datetime	YES	<NULL>
t_ticker_tape_train	end_time	8	datetime	YES	<NULL>
t_ticker_tape_train	start_time	9	datetime	YES	<NULL>
t_ticker_tape_train	code_message_body	10	varchar	YES	<NULL>
t_ticker_tape_train	id	11	varchar	NO	<NULL>
t_ticker_tape_train	mark	12	varchar	YES	<NULL>
t_ticker_tape_train	name	13	varchar	YES	<NULL>
t_ticker_tape_train	user_id	14	varchar	YES	<NULL>
t_ticker_tape_train	valid_time	15	varchar	YES	<NULL>
t_ticker_tape_train_setting	dot	1	int	YES	<NULL>
t_ticker_tape_train_setting	rate	2	int	YES	<NULL>
t_ticker_tape_train_setting	create_time	3	datetime	YES	<NULL>
t_ticker_tape_train_setting	id	4	varchar	NO	<NULL>
t_ticker_tape_train_setting	text	5	varchar	YES	<NULL>
t_ticker_tape_train_setting	type	6	varchar	YES	<NULL>
t_ticker_tape_train_stage_setting	id	1	int	NO	<NULL>
t_ticker_tape_train_stage_setting	stage_array	2	varchar	YES	<NULL>
t_ticker_tape_train_statistical	avg_speed	1	decimal	YES	<NULL>
t_ticker_tape_train_statistical	total_count	2	int	YES	<NULL>
t_ticker_tape_train_statistical	type	3	int	YES	<NULL>
t_ticker_tape_train_statistical	id	4	varchar	NO	<NULL>
t_ticker_tape_train_statistical	total_time	5	varchar	YES	<NULL>
t_ticker_tape_train_statistical	user_id	6	varchar	YES	<NULL>
t_user	status	1	int	YES	<NULL>
t_user	user_sex	2	int	YES	<NULL>
t_user	bday	3	varchar	YES	<NULL>
t_user	dday	4	varchar	YES	<NULL>
t_user	device_id	5	varchar	YES	<NULL>
t_user	eday	6	varchar	YES	<NULL>
t_user	email	7	varchar	YES	<NULL>
t_user	id	8	varchar	NO	<NULL>
t_user	id_card	9	varchar	YES	<NULL>
t_user	password	10	varchar	YES	<NULL>
t_user	phone	11	varchar	YES	<NULL>
t_user	token	12	varchar	YES	<NULL>
t_user	update_flag	13	varchar	YES	<NULL>
t_user	user_account	14	varchar	YES	<NULL>
t_user	user_img	15	varchar	YES	<NULL>
t_user	user_name	16	varchar	YES	<NULL>
t_user	wkno	17	varchar	YES	<NULL>
t_user_role	id	1	varchar	NO	<NULL>
t_user_role	role_id	2	varchar	YES	<NULL>
t_user_role	user_id	3	varchar	YES	<NULL>
